device,processor,ram,storage,battery,price,antutu_score,category,value_score,rating,height,website_url,image_url,upvotes,reviews,camera
realme 15T 5G,MediaTek Dimensity 6400 MAX,8,128,7000,21999,730000,Multitasking,33.18332651,4.3,16.69 cm (6.57 inch) Full HD Display,https://www.flipkart.com/realme-15t-5g-flowing-silver-128-gb/p/itm3f28d98da183c?pid=MOBHF57JJMC4PF7U&lid=LSTMOBHF57JJMC4PF7UPXAOHA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_222&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHF57JJMC4PF7U.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/l/s/-original-imahfkfyxwrz5z6x.jpeg?q=70,"4,549 Ratings",304 Reviews,50MP + 2MP | 50MP Front Camera
realme 14 Pro+ 5G,7s Gen 3 Mobile Platform Processor,12,512,6000,29999,960000,Performance,32.0010667,4.4,17.35 cm (6.83 inch) Display,https://www.flipkart.com/realme-14-pro-5g-suede-grey-512-gb/p/itmb5105a70ea6a6?pid=MOBH9ARSADS2WC9C&lid=LSTMOBH9ARSADS2WC9CMFVSYJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_223&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBH9ARSADS2WC9C.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/o/t/-original-imahewbae6vyfvxz.jpeg?q=70,"8,153 Ratings",896 Reviews,50MP + 50MP + 8MP | 32MP Front Camera
OPPO F29 Pro 5G,Dimensity 7300,8,128,6000,20415,830000,Value for Money,40.65638011,4.4,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/oppo-f29-pro-5g-granite-black-128-gb/p/itm46a2f33a4c891?pid=MOBHAFRZEQJ7BZRE&lid=LSTMOBHAFRZEQJ7BZREKR5F2J&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_224&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHAFRZEQJ7BZRE.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/r/v/-original-imahafrewjndpf7b.jpeg?q=70,"1,693 Ratings",124 Reviews,50MP + 2MP | 16MP Front Camera
Samsung Galaxy S24 5G Snapdragon,8 Gen 3,8,128,4000,40999,1100000,Performance,26.82992268,4.6,15.75 cm (6.2 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-onyx-black-128-gb/p/itm3469a7107606f?pid=MOBHDVFKSSHPUYHB&lid=LSTMOBHDVFKSSHPUYHBXUF3VR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_225&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHDVFKSSHPUYHB.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/8/1/-original-imahfz2tenzpsd3p.jpeg?q=70,"42,884 Ratings","2,374 Reviews",50MP + 12MP | 12MP Front Camera
realme Narzo 80x 5G,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,6,128,6000,12210,520000,Value for Money,42.58804259,4.2,17.07 cm (6.72 inch) Display,https://www.flipkart.com/realme-narzo-80x-5g-deep-ocean-128-gb/p/itm60c23a3292eeb?pid=MOBHB4U6PKZ54GWP&lid=LSTMOBHB4U6PKZ54GWPTBH88W&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_226&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHB4U6PKZ54GWP.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/p/v/narzo-80x-5g-rmx3944-realme-original-imahb4u6zjjdwxs6.jpeg?q=70,"1,496 Ratings",55 Reviews,50MP Rear Camera
Samsung Galaxy A55 5G,Samsung Exynos 1480 Processor,12,256,5000,33490,840000,Value for Money,25.08211406,4.3,16.76 cm (6.6 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-a55-5g-awesome-navy-256-gb/p/itmfb3db0f07b36b?pid=MOBGYT2HY8JZCSPW&lid=LSTMOBGYT2HY8JZCSPW8KZGEI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_227&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBGYT2HY8JZCSPW.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/q/t/-original-imahbzpzhcptykzf.jpeg?q=70,635 Ratings,47 Reviews,50MP + 12MP + 5MP | 32MP Front Camera
realme 14 Pro+ 5G,7s Gen 3 Mobile Platform Processor,12,256,6000,26999,960000,Performance,35.55687248,4.4,17.35 cm (6.83 inch) Display,https://www.flipkart.com/realme-14-pro-5g-suede-grey-256-gb/p/itmb5105a70ea6a6?pid=MOBH84ZXNJEVW9GZ&lid=LSTMOBH84ZXNJEVW9GZCAAB2L&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_228&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBH84ZXNJEVW9GZ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/o/t/-original-imahewbae6vyfvxz.jpeg?q=70,"8,153 Ratings",896 Reviews,50MP + 50MP + 8MP | 32MP Front Camera
realme P3 5G,6 Gen 4,8,256,6000,18499,740000,Value for Money,40.00216228,4.4,16.94 cm (6.67 inch) Full HD+ Display,https://www.flipkart.com/realme-p3-5g-nebula-pink-256-gb/p/itm69060f73d27e8?pid=MOBHAYN5XFZWUQCA&lid=LSTMOBHAYN5XFZWUQCA9RIPRK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_229&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHAYN5XFZWUQCA.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/b/x/-original-imahaff2rn28fy2z.jpeg?q=70,"21,689 Ratings","1,403 Reviews",50MP + 2MP | 16MP Front Camera
OPPO K13 Turbo 5G,Dimensity 8450,8,128,7000,27999,1000000,Multitasking,35.71556127,4.5,17.27 cm (6.8 inch) Full HD+ Display,https://www.flipkart.com/oppo-k13-turbo-5g-white-knight-128-gb/p/itm3692362cd3df3?pid=MOBHEP9WZVESSHVP&lid=LSTMOBHEP9WZVESSHVPTTJMZB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_230&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHEP9WZVESSHVP.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/4/m/-original-imahewfsz5y8tekm.jpeg?q=70,"7,239 Ratings",431 Reviews,50MP + 2MP | 16MP Front Camera
OPPO K13 Turbo 5G,Dimensity 8450,8,128,7000,27999,1000000,Multitasking,35.71556127,4.5,17.27 cm (6.8 inch) Full HD+ Display,https://www.flipkart.com/oppo-k13-turbo-5g-purple-phantom-128-gb/p/itm3692362cd3df3?pid=MOBHEP9WKXW8QYRC&lid=LSTMOBHEP9WKXW8QYRCLWPWAF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_231&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHEP9WKXW8QYRC.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/x/t/-original-imahewfs9wb48gva.jpeg?q=70,"7,239 Ratings",431 Reviews,50MP + 2MP | 16MP Front Camera
OPPO Reno14 5G,Dimensity 8350,8,256,6000,39999,930000,Multitasking,23.25058126,4.5,16.74 cm (6.59 inch) Display,https://www.flipkart.com/oppo-reno14-5g-diwali-gold-edition-256-gb/p/itm4d9e853eee6cf?pid=MOBHG3Z4XMFKN6VV&lid=LSTMOBHG3Z4XMFKN6VVVLOF4D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_232&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHG3Z4XMFKN6VV.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/o/e/-original-imahg3zj7eqrvehz.jpeg?q=70,"4,190 Ratings",401 Reviews,50MP + 8MP + 50MP | 50MP Front Camera
Samsung Galaxy A16 5G,Dimensity 6300,8,128,5000,16299,620000,Value for Money,38.03914351,4.2,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-a16-5g-blue-black-128-gb/p/itmeb3b07d3eff44?pid=MOBH5JJ4SNXPVEY5&lid=LSTMOBH5JJ4SNXPVEY5QPSLVC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_233&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBH5JJ4SNXPVEY5.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/i/v/-original-imahcshuw2fxgbcq.jpeg?q=70,"3,769 Ratings",202 Reviews,50MP + 5MP + 2MP | 13MP Front Camera
OPPO K13 Turbo 5G,Dimensity 8450,8,256,7000,29999,1010000,Multitasking,33.66778893,4.5,17.27 cm (6.8 inch) Full HD+ Display,https://www.flipkart.com/oppo-k13-turbo-5g-midnight-maverick-256-gb/p/itm3692362cd3df3?pid=MOBHEP9WGPYRAJRH&lid=LSTMOBHEP9WGPYRAJRHTAACZ3&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_234&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHEP9WGPYRAJRH.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/5/v/-original-imahewfs3ftjkzha.jpeg?q=70,"7,239 Ratings",431 Reviews,50MP + 2MP | 16MP Front Camera
vivo T4 Ultra 5G,Dimensity 9300+,8,256,5500,35999,1110000,Gaming,30.83418984,4.5,16.94 cm (6.67 inch) Full HD+ AMOLED Display,https://www.flipkart.com/vivo-t4-ultra-5g-phoenix-gold-256-gb/p/itm9cfd8118c9ce0?pid=MOBHCJMRHSP2HPZZ&lid=LSTMOBHCJMRHSP2HPZZ3KHQDL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_235&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHCJMRHSP2HPZZ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/v/h/-original-imahd57g62dfepkh.jpeg?q=70,"4,008 Ratings",384 Reviews,50MP + 8MP + 50MP Periscope | 32MP Front Camera
OPPO A3x 5G,Dimensity 6300,4,64,5100,10199,600000,Value for Money,58.82929699,4.2,16.94 cm (6.67 inch) HD+ Display,https://www.flipkart.com/oppo-a3x-5g-starry-purple-64-gb/p/itmb2b7c683d72a8?pid=MOBH3YHWMZZEAH69&lid=LSTMOBH3YHWMZZEAH69TJO4CN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_236&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBH3YHWMZZEAH69.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/p/d/-original-imah4d9fxk3dbhgz.jpeg?q=70,"4,883 Ratings",189 Reviews,8MP Rear Camera | 5MP Front Camera
realme 15 5G,Mediatek Dimensity 7300+ 5G,12,256,7000,29999,840000,Multitasking,28.00093336,4.4,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-15-5g-flowing-silver-256-gb/p/itme9581fbd0e97a?pid=MOBHDUKFZ6BZGZZV&lid=LSTMOBHDUKFZ6BZGZZVKEIOXT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_237&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHDUKFZ6BZGZZV.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/g/k/-original-imahekyxwdxefxae.jpeg?q=70,453 Ratings,47 Reviews,50MP + 8MP | 50MP Front Camera
Samsung Galaxy S24 Ultra 5G,8 Gen 3,12,256,5000,89997,1250000,Performance,13.88935187,4.6,17.27 cm (6.8 inch) Quad HD+ Display,https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-gray-256-gb/p/itm9ae0e397e0b0d?pid=MOBH3P4UBUYFSDWV&lid=LSTMOBH3P4UBUYFSDWVUFV2FK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_238&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBH3P4UBUYFSDWV.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/m/z/-original-imahgfmxumntk7sy.jpeg?q=70,"7,164 Ratings",532 Reviews,200MP + 50MP + 12MP + 10MP | 12MP Front Camera
Samsung Galaxy S25 5G,8 Elite Processor,12,256,4000,80999,1250000,Performance,15.43228929,4.6,15.75 cm (6.2 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-s25-5g-silver-shadow-256-gb/p/itm70d1f331ebbac?pid=MOBH8K8UH9XHPVGQ&lid=LSTMOBH8K8UH9XHPVGQEUE4JY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_239&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBH8K8UH9XHPVGQ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/l/f/-original-imahggewrzzd5sad.jpeg?q=70,"2,697 Ratings",306 Reviews,50MP + 10MP + 12MP | 12MP Front Camera
OPPO F31 Pro+ 5G,7 Gen 3 Mobile Platform,8,256,7000,32999,930000,Multitasking,28.1826722,4.4,17.27 cm (6.8 inch) Full HD+ Display,https://www.flipkart.com/oppo-f31-pro-5g-himalayan-white-256-gb/p/itm6d64a8ecb31b8?pid=MOBHFKPUJYS4NHG8&lid=LSTMOBHFKPUJYS4NHG8C3SI7G&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_10_240&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=eb51fd1a-b601-4ec8-a5b8-c9afc4180f43.MOBHFKPUJYS4NHG8.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/p/y/-original-imahgxe6egcqhwzr.jpeg?q=70,199 Ratings,23 Reviews,50MP + 2MP | 32MP Front Camera
Samsung Galaxy S24 Ultra 5G,8 Gen 3,12,256,5000,89979,1250000,Performance,13.89213039,4.6,17.27 cm (6.8 inch) Quad HD+ Display,https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-violet-256-gb/p/itmd4f51262e3e6b?pid=MOBGX2F38JBJGZSE&lid=LSTMOBGX2F38JBJGZSEK012DR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_193&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=780d4b06-7ff9-4413-83ec-22caa83f6f27.MOBGX2F38JBJGZSE.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/r/z/-original-imahgfmysgtszenh.jpeg?q=70,"7,164 Ratings",532 Reviews,200MP + 50MP + 12MP + 10MP | 12MP Front Camera
Samsung Galaxy S24 Ultra 5G,8 Gen 3,12,256,5000,98899,1250000,Performance,12.63915712,4.6,17.27 cm (6.8 inch) Quad HD+ Display,https://www.flipkart.com/samsung-galaxy-s24-ultra-5g-titanium-black-256-gb/p/itm60d6a4ba69e8c?pid=MOBGX2F3QGZYYZAK&lid=LSTMOBGX2F3QGZYYZAKCPF8HI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_194&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=780d4b06-7ff9-4413-83ec-22caa83f6f27.MOBGX2F3QGZYYZAK.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/s/g/-original-imahgfmy2zgqvjmy.jpeg?q=70,"7,164 Ratings",532 Reviews,200MP + 50MP + 12MP + 10MP | 12MP Front Camera
realme 15 Pro 5G,7 Gen 4,12,256,7000,35999,960000,Performance,26.66740743,4.3,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-15-pro-5g-velvet-green-256-gb/p/itm216cdbf4baea0?pid=MOBHDVK2GGYGDDDP&lid=LSTMOBHDVK2GGYGDDDPARJZNK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_195&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=780d4b06-7ff9-4413-83ec-22caa83f6f27.MOBHDVK2GGYGDDDP.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/n/3/-original-imahezrzhdddaudb.jpeg?q=70,"4,052 Ratings",322 Reviews,50MP + 50MP | 50MP Front Camera
realme 15 Pro 5G,7 Gen 4,8,256,7000,33999,930000,Multitasking,27.3537457,4.3,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-15-pro-5g-silk-purple-256-gb/p/itm216cdbf4baea0?pid=MOBHDVK2HHT3JHXA&lid=LSTMOBHDVK2HHT3JHXACGFCL4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_196&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=780d4b06-7ff9-4413-83ec-22caa83f6f27.MOBHDVK2HHT3JHXA.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/j/p/-original-imahezrzjedaf7e2.jpeg?q=70,"7,182 Ratings",640 Reviews,50MP + 50MP | 50MP Front Camera
realme 14 Pro+ 5G,7s Gen 3 Mobile Platform Processor,8,256,6000,25999,930000,Multitasking,35.77060656,4.4,17.35 cm (6.83 inch) Display,https://www.flipkart.com/realme-14-pro-5g-pearl-white-256-gb/p/itmb5105a70ea6a6?pid=MOBH84ZXZCTJZ9JM&lid=LSTMOBH84ZXZCTJZ9JMNMBPUW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_197&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=780d4b06-7ff9-4413-83ec-22caa83f6f27.MOBH84ZXZCTJZ9JM.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/w/h/-original-imahewb2y9bryhzh.jpeg?q=70,"15,619 Ratings","1,870 Reviews",50MP + 50MP + 8MP | 32MP Front Camera
realme 14 Pro+ 5G,7s Gen 3 Mobile Platform Processor,8,256,6000,23999,930000,Multitasking,38.75161465,4.4,17.35 cm (6.83 inch) Display,https://www.flipkart.com/realme-14-pro-5g-emerald-drift-256-gb/p/itmb5105a70ea6a6?pid=MOBHFGCEPYENGHFA&lid=LSTMOBHFGCEPYENGHFAONLE49&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_198&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=780d4b06-7ff9-4413-83ec-22caa83f6f27.MOBHFGCEPYENGHFA.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/0/8/-original-imahfphevywtw6pd.jpeg?q=70,"15,619 Ratings","1,870 Reviews",50MP + 50MP + 8MP | 32MP Front Camera
realme P3 5G,6 Gen 4,8,128,6000,16999,730000,Value for Money,42.94370257,4.4,16.94 cm (6.67 inch) Full HD+ Display,https://www.flipkart.com/realme-p3-5g-comet-grey-128-gb/p/itm69060f73d27e8?pid=MOBHAYN57PEGJ98C&lid=LSTMOBHAYN57PEGJ98C2AMJ44&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_199&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=780d4b06-7ff9-4413-83ec-22caa83f6f27.MOBHAYN57PEGJ98C.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/8/o/-original-imahaff2tkhyasnk.jpeg?q=70,"21,689 Ratings","1,403 Reviews",50MP + 2MP | 16MP Front Camera
Samsung Galaxy F36 5G,Samsung Exynos 1380 Processor,6,128,5000,16499,800000,Value for Money,48.48778714,4.3,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-f36-5g-violet-128-gb/p/itm85ca200fd55e9?pid=MOBHDFVTH22ZAZXZ&lid=LSTMOBHDFVTH22ZAZXZMFVJDX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_200&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=780d4b06-7ff9-4413-83ec-22caa83f6f27.MOBHDFVTH22ZAZXZ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/w/g/-original-imahgynnesp6jrxa.jpeg?q=70,"7,641 Ratings",445 Reviews,50MP + 8MP + 2MP | 13MP Front Camera
realme 14 Pro+ 5G,7s Gen 3 Mobile Platform Processor,8,128,6000,29999,920000,Multitasking,30.66768892,4.4,17.35 cm (6.83 inch) Display,https://www.flipkart.com/realme-14-pro-5g-suede-grey-128-gb/p/itmb5105a70ea6a6?pid=MOBH84ZXDNFW5WZW&lid=LSTMOBH84ZXDNFW5WZWOX8OJY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_201&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=780d4b06-7ff9-4413-83ec-22caa83f6f27.MOBH84ZXDNFW5WZW.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/o/t/-original-imahewbae6vyfvxz.jpeg?q=70,"15,619 Ratings","1,870 Reviews",50MP + 50MP + 8MP | 32MP Front Camera
